# Step,AveragePeopleAtBusStops,AverageWaitTime
924.000000,18.000000,112.915254
925.000000,18.000000,113.437288
926.000000,18.000000,113.966102
927.000000,18.000000,114.494915
928.000000,18.000000,114.635135
929.000000,18.125000,116.344710
930.000000,18.125000,117.280822
931.000000,18.125000,117.416382
932.000000,18.250000,117.955631
933.000000,18.250000,118.494881
934.000000,18.250000,118.629252
935.000000,18.250000,118.766102
936.000000,18.375000,118.107383
937.000000,18.625000,119.456081
938.000000,18.500000,115.144295
939.000000,18.750000,113.427609
940.000000,18.750000,112.030405
941.000000,18.750000,110.391892
942.000000,18.875000,109.427119
943.000000,18.875000,108.261905
944.000000,18.875000,107.170648
945.000000,18.875000,105.183051
946.000000,19.125000,104.986532
947.000000,19.375000,104.989933
948.000000,19.625000,105.177258
949.000000,19.625000,105.260000
950.000000,19.750000,105.810000
951.000000,19.750000,106.715719
952.000000,19.625000,103.960000
953.000000,19.500000,103.518395
954.000000,19.375000,102.383333
955.000000,19.500000,101.269103
956.000000,19.500000,101.820598
957.000000,19.500000,102.372093
958.000000,19.500000,102.923588
959.000000,19.500000,103.132450
960.000000,19.625000,103.685430
961.000000,19.625000,104.238411
962.000000,19.625000,104.101974
963.000000,19.750000,104.654605
964.000000,19.875000,105.210526
965.000000,19.875000,105.766447
966.000000,19.875000,106.322368
967.000000,19.875000,106.527869
968.000000,20.000000,107.085246
969.000000,19.625000,106.967320
970.000000,19.500000,107.045603
971.000000,19.500000,107.937908
972.000000,19.500000,109.194079
973.000000,19.500000,110.466887
974.000000,19.500000,111.016556
975.000000,19.625000,111.569536
976.000000,19.625000,112.122517
977.000000,19.625000,113.426667
978.000000,19.375000,110.142857
979.000000,19.625000,108.298013
980.000000,19.875000,107.221854
981.000000,20.000000,106.139073
982.000000,19.750000,99.875000
983.000000,19.625000,96.557756
984.000000,19.250000,93.526490
985.000000,19.125000,93.446667
986.000000,18.875000,90.793333
987.000000,18.875000,91.134680
988.000000,18.500000,88.959732
989.000000,18.625000,89.183946
990.000000,18.750000,88.862876
991.000000,18.750000,89.387960
992.000000,18.750000,89.313333
993.000000,18.875000,89.245033
994.000000,19.125000,89.478548
995.000000,19.125000,90.006601
996.000000,19.125000,90.240132
997.000000,19.000000,91.033003
998.000000,19.000000,92.169435
999.000000,19.000000,93.321070
