# Step,PedestrianCount,AveragePeopleAtBusStops,AverageWaitTime
689.000000,309.000000,18.625000,113.275081
690.000000,308.000000,18.500000,114.042208
691.000000,309.000000,18.375000,114.106796
692.000000,309.000000,18.500000,114.637540
693.000000,310.000000,18.500000,114.796774
694.000000,311.000000,18.500000,114.958199
695.000000,313.000000,18.500000,114.750799
696.000000,313.000000,18.625000,115.284345
697.000000,314.000000,18.625000,115.442675
698.000000,314.000000,18.750000,115.977707
699.000000,314.000000,18.750000,116.512739
700.000000,314.000000,18.750000,117.047771
701.000000,314.000000,18.750000,117.582803
702.000000,314.000000,18.750000,118.117834
703.000000,315.000000,18.750000,118.276190
704.000000,317.000000,18.875000,118.063091
705.000000,317.000000,19.125000,118.602524
706.000000,318.000000,19.125000,118.767296
707.000000,315.000000,19.250000,120.444444
708.000000,316.000000,19.000000,119.693038
709.000000,315.000000,19.000000,120.174603
710.000000,314.000000,18.875000,120.665605
711.000000,313.000000,18.750000,121.153355
712.000000,313.000000,18.625000,121.418530
713.000000,313.000000,18.500000,121.753994
714.000000,313.000000,18.500000,122.089457
715.000000,312.000000,18.500000,122.846154
716.000000,312.000000,18.375000,123.233974
717.000000,313.000000,18.375000,123.370607
718.000000,313.000000,18.375000,123.904153
719.000000,314.000000,18.375000,124.041401
720.000000,315.000000,18.500000,124.180952
721.000000,315.000000,18.500000,124.717460
722.000000,315.000000,18.500000,125.253968
723.000000,315.000000,18.500000,125.790476
724.000000,315.000000,18.125000,125.901587
725.000000,315.000000,17.875000,126.273016
726.000000,315.000000,17.875000,126.793651
727.000000,315.000000,17.875000,127.314286
728.000000,315.000000,17.875000,127.834921
729.000000,315.000000,17.875000,128.355556
730.000000,316.000000,17.875000,128.468354
731.000000,316.000000,18.000000,128.990506
732.000000,317.000000,18.000000,129.104101
733.000000,315.000000,18.000000,130.317460
734.000000,314.000000,18.000000,131.257962
735.000000,310.000000,18.000000,133.487097
736.000000,308.000000,17.875000,130.824675
737.000000,305.000000,18.000000,129.655738
738.000000,303.000000,18.000000,128.729373
739.000000,301.000000,18.000000,127.963455
740.000000,301.000000,18.000000,126.405316
741.000000,301.000000,18.000000,125.066445
742.000000,302.000000,18.125000,123.470199
743.000000,302.000000,18.375000,121.993377
744.000000,303.000000,18.375000,120.590759
745.000000,303.000000,18.500000,120.633663
746.000000,304.000000,18.500000,120.585526
747.000000,304.000000,18.500000,121.125000
748.000000,305.000000,18.500000,120.986885
749.000000,302.000000,18.500000,122.735099
750.000000,303.000000,18.250000,118.564356
751.000000,303.000000,18.375000,116.726073
752.000000,303.000000,18.500000,115.211221
753.000000,302.000000,18.500000,114.301325
754.000000,302.000000,18.500000,113.046358
755.000000,301.000000,18.625000,112.428571
756.000000,301.000000,18.625000,111.305648
757.000000,300.000000,18.500000,110.310000
758.000000,300.000000,18.375000,109.170000
759.000000,303.000000,18.125000,106.990099
760.000000,304.000000,18.250000,107.072368
761.000000,305.000000,18.375000,107.170492
762.000000,305.000000,18.500000,107.639344
763.000000,306.000000,18.500000,107.754902
764.000000,308.000000,18.625000,107.577922
765.000000,307.000000,18.750000,108.456026
766.000000,306.000000,18.625000,109.339869
767.000000,306.000000,18.500000,109.866013
768.000000,305.000000,18.500000,110.750820
769.000000,307.000000,18.500000,110.563518
770.000000,308.000000,18.750000,110.743506
771.000000,309.000000,18.875000,110.925566
772.000000,311.000000,19.000000,110.752412
773.000000,311.000000,19.125000,111.299035
774.000000,312.000000,19.125000,111.487179
775.000000,313.000000,19.250000,111.677316
776.000000,313.000000,19.375000,112.226837
777.000000,315.000000,19.000000,111.187302
778.000000,315.000000,18.875000,111.571429
779.000000,312.000000,18.750000,113.169872
780.000000,313.000000,18.500000,112.469649
781.000000,312.000000,18.375000,112.971154
782.000000,311.000000,18.375000,113.627010
783.000000,305.000000,18.500000,116.252459
784.000000,306.000000,18.125000,113.836601
785.000000,305.000000,18.000000,113.603279
786.000000,304.000000,17.875000,113.365132
787.000000,303.000000,17.750000,113.122112
788.000000,304.000000,17.625000,112.184211
789.000000,304.000000,17.625000,111.684211
790.000000,303.000000,17.500000,111.554455
791.000000,303.000000,17.375000,111.105611
792.000000,304.000000,17.375000,111.276316
793.000000,305.000000,17.500000,111.449180
794.000000,306.000000,17.625000,111.624183
795.000000,306.000000,17.750000,112.166667
796.000000,308.000000,17.750000,111.977273
797.000000,309.000000,17.875000,112.158576
798.000000,310.000000,17.875000,112.338710
799.000000,310.000000,18.000000,112.883871
800.000000,312.000000,18.000000,112.701923
801.000000,312.000000,18.250000,113.250000
802.000000,312.000000,18.250000,113.798077
803.000000,313.000000,18.250000,113.980831
804.000000,314.000000,18.375000,114.165605
805.000000,314.000000,18.375000,114.716561
806.000000,314.000000,18.375000,115.267516
807.000000,316.000000,18.375000,115.085443
808.000000,317.000000,18.625000,115.274448
809.000000,317.000000,18.750000,115.829653
810.000000,317.000000,18.750000,116.384858
811.000000,317.000000,18.750000,116.940063
812.000000,317.000000,18.750000,117.495268
813.000000,317.000000,18.750000,118.050473
814.000000,318.000000,18.750000,118.232704
815.000000,320.000000,18.750000,118.046875
816.000000,322.000000,18.625000,115.015528
817.000000,323.000000,18.625000,113.622291
818.000000,323.000000,18.375000,112.718266
819.000000,323.000000,18.125000,112.009288
820.000000,323.000000,17.500000,111.160991
821.000000,323.000000,17.125000,110.808050
822.000000,321.000000,16.875000,111.588785
823.000000,323.000000,16.625000,111.232198
824.000000,324.000000,16.750000,111.370370
825.000000,324.000000,16.750000,111.870370
826.000000,326.000000,16.750000,111.684049
827.000000,327.000000,16.875000,111.847095
828.000000,327.000000,16.875000,112.354740
829.000000,328.000000,16.875000,112.518293
830.000000,330.000000,16.875000,112.342424
831.000000,331.000000,16.875000,112.513595
832.000000,330.000000,16.875000,113.366667
833.000000,331.000000,16.750000,113.057402
834.000000,330.000000,16.625000,113.681818
835.000000,329.000000,16.500000,114.313070
836.000000,328.000000,16.375000,114.957317
837.000000,327.000000,16.250000,115.614679
838.000000,326.000000,16.125000,116.269939
839.000000,326.000000,16.000000,116.573620
840.000000,323.000000,16.000000,117.969040
841.000000,322.000000,15.750000,115.046584
842.000000,321.000000,15.750000,113.404984
843.000000,321.000000,15.750000,111.607477
844.000000,320.000000,15.875000,110.300000
845.000000,319.000000,15.875000,109.031348
846.000000,319.000000,15.875000,107.724138
847.000000,317.000000,15.875000,107.167192
848.000000,316.000000,15.875000,105.987342
849.000000,315.000000,16.000000,106.536508
850.000000,315.000000,16.125000,106.742857
851.000000,313.000000,16.250000,107.926518
852.000000,312.000000,16.250000,108.778846
853.000000,313.000000,16.375000,108.859425
854.000000,315.000000,16.375000,108.679365
855.000000,317.000000,16.500000,108.507886
856.000000,317.000000,16.625000,109.028391
857.000000,318.000000,16.625000,109.204403
858.000000,318.000000,16.750000,109.726415
859.000000,320.000000,16.750000,109.559375
860.000000,320.000000,16.875000,110.084375
861.000000,322.000000,16.875000,109.922360
862.000000,322.000000,17.000000,110.450311
863.000000,324.000000,17.000000,110.293210
864.000000,326.000000,17.250000,110.144172
865.000000,326.000000,17.500000,110.677914
866.000000,326.000000,17.500000,111.211656
867.000000,326.000000,17.500000,111.745399
868.000000,326.000000,17.500000,112.279141
869.000000,326.000000,17.500000,112.812883
870.000000,328.000000,17.500000,112.655488
871.000000,328.000000,17.750000,113.192073
872.000000,329.000000,17.750000,113.382979
873.000000,331.000000,17.750000,113.232628
874.000000,331.000000,17.750000,113.773414
875.000000,332.000000,17.750000,113.969880
876.000000,332.000000,17.750000,114.512048
877.000000,333.000000,17.750000,114.702703
878.000000,334.000000,17.750000,114.901198
879.000000,334.000000,17.750000,115.446108
880.000000,332.000000,17.750000,116.689759
881.000000,333.000000,17.125000,115.459459
882.000000,332.000000,16.875000,115.753012
883.000000,331.000000,16.500000,116.383686
884.000000,328.000000,16.375000,117.884146
885.000000,326.000000,16.250000,119.042945
886.000000,325.000000,16.125000,119.864615
887.000000,325.000000,16.000000,120.316923
888.000000,325.000000,16.000000,120.784615
889.000000,326.000000,15.875000,120.911043
890.000000,325.000000,16.125000,121.809231
891.000000,323.000000,16.250000,123.095975
892.000000,323.000000,16.000000,120.294118
893.000000,323.000000,16.125000,118.866873
894.000000,322.000000,16.250000,117.602484
895.000000,322.000000,16.250000,116.375776
896.000000,321.000000,16.250000,115.672897
897.000000,322.000000,16.250000,114.288820
898.000000,321.000000,16.250000,113.638629
899.000000,320.000000,16.125000,113.003125
900.000000,319.000000,16.000000,112.416928
901.000000,319.000000,15.875000,111.517241
902.000000,319.000000,15.875000,112.040752
903.000000,319.000000,15.875000,112.564263
904.000000,320.000000,15.875000,112.734375
905.000000,321.000000,16.000000,112.906542
906.000000,321.000000,16.000000,113.433022
907.000000,319.000000,15.875000,114.664577
908.000000,319.000000,15.875000,115.191223
909.000000,317.000000,16.125000,116.454259
910.000000,318.000000,16.000000,116.157233
911.000000,317.000000,16.000000,116.835962
912.000000,317.000000,15.875000,117.151420
913.000000,317.000000,15.875000,117.476341
914.000000,317.000000,15.875000,117.804416
915.000000,317.000000,15.875000,118.154574
916.000000,317.000000,15.875000,118.602524
917.000000,318.000000,15.875000,118.757862
918.000000,320.000000,16.000000,118.543750
919.000000,321.000000,16.250000,118.707165
920.000000,322.000000,16.375000,118.872671
921.000000,322.000000,16.375000,119.409938
922.000000,322.000000,16.375000,119.947205
923.000000,322.000000,16.375000,120.484472
924.000000,323.000000,16.375000,120.647059
925.000000,323.000000,16.375000,121.185759
926.000000,324.000000,16.375000,121.348765
927.000000,325.000000,16.500000,121.513846
928.000000,325.000000,16.625000,122.055385
929.000000,327.000000,16.625000,121.847095
930.000000,327.000000,16.750000,122.391437
931.000000,327.000000,16.875000,122.932722
932.000000,329.000000,16.875000,122.726444
933.000000,329.000000,17.000000,123.273556
934.000000,327.000000,17.000000,124.577982
935.000000,326.000000,16.625000,121.395706
936.000000,324.000000,16.750000,118.787037
937.000000,323.000000,16.750000,117.164087
938.000000,321.000000,16.875000,115.922118
939.000000,320.000000,17.000000,114.431250
940.000000,318.000000,17.125000,113.295597
941.000000,317.000000,17.125000,111.842271
942.000000,317.000000,17.125000,110.053628
943.000000,317.000000,17.250000,108.347003
944.000000,316.000000,17.375000,107.025316
945.000000,316.000000,17.375000,105.449367
946.000000,316.000000,17.500000,103.984177
947.000000,316.000000,17.500000,102.566456
948.000000,317.000000,17.500000,100.905363
949.000000,318.000000,17.750000,100.911950
950.000000,316.000000,17.875000,101.908228
951.000000,316.000000,17.750000,99.300633
952.000000,315.000000,17.875000,98.457143
953.000000,316.000000,17.750000,97.164557
954.000000,315.000000,17.875000,96.533333
955.000000,314.000000,17.750000,96.117834
956.000000,314.000000,17.625000,95.391720
957.000000,316.000000,17.500000,94.110759
958.000000,317.000000,17.750000,94.359621
959.000000,317.000000,17.875000,94.908517
960.000000,318.000000,17.875000,95.144654
961.000000,318.000000,18.000000,95.694969
962.000000,318.000000,18.000000,96.245283
963.000000,319.000000,18.000000,96.492163
964.000000,319.000000,18.125000,97.043887
965.000000,320.000000,18.125000,97.290625
966.000000,321.000000,18.125000,97.538941
967.000000,322.000000,18.250000,97.788820
968.000000,322.000000,18.375000,98.344720
969.000000,322.000000,18.000000,98.074534
970.000000,325.000000,17.875000,97.643077
971.000000,324.000000,18.000000,98.441358
972.000000,323.000000,17.875000,99.281734
973.000000,322.000000,17.875000,100.139752
974.000000,323.000000,18.000000,100.380805
975.000000,322.000000,18.250000,101.254658
976.000000,322.000000,18.375000,101.819876
977.000000,322.000000,18.500000,102.388199
978.000000,322.000000,18.500000,102.956522
979.000000,322.000000,18.500000,103.524845
980.000000,322.000000,18.125000,103.500000
981.000000,324.000000,17.875000,103.314815
982.000000,323.000000,17.875000,104.173375
983.000000,319.000000,17.875000,106.040752
984.000000,317.000000,17.625000,103.466877
985.000000,316.000000,17.750000,101.215190
986.000000,317.000000,17.750000,98.946372
987.000000,316.000000,17.875000,97.727848
988.000000,315.000000,17.875000,96.669841
989.000000,314.000000,17.875000,95.732484
990.000000,314.000000,17.875000,94.506369
991.000000,313.000000,18.000000,93.642173
992.000000,312.000000,18.000000,92.387821
993.000000,312.000000,18.000000,91.099359
994.000000,311.000000,18.125000,89.884244
995.000000,311.000000,18.125000,88.427653
996.000000,311.000000,18.250000,88.591640
997.000000,312.000000,18.250000,88.522436
998.000000,312.000000,18.375000,89.080128
999.000000,312.000000,18.375000,89.310897
