Waiting Times,Average People at Busstops
51.09000015258789,10.25
51.308998107910156,10.25
51.53099822998047,10.375
51.470001220703125,10.5
51.98899841308594,10.75
52.507999420166016,10.75
53.02799987792969,10.75
53.547000885009766,10.75
54.066001892089844,10.75
53.69599914550781,10.75
53.93000030517578,11.125
54.45899963378906,11.25
54.4010009765625,11.25
50.10599899291992,11.125
47.915000915527344,11.0
45.479000091552734,10.75
44.275001525878906,10.625
45.005001068115234,10.625
44.18600082397461,10.5
45.15599822998047,10.5
44.46799850463867,10.25
45.19499969482422,10.25
44.88199996948242,10.125
45.36600112915039,10.25
45.12200164794922,10.25
45.61399841308594,10.625
45.862998962402344,10.625
46.358001708984375,10.75
46.85300064086914,10.75
47.34700012207031,10.75
46.362998962402344,10.375
46.137001037597656,10.125
45.5359992980957,9.875
45.64099884033203,9.875
45.75600051879883,9.625
46.68600082397461,9.75
47.13600158691406,9.75
47.3390007019043,9.75
47.79199981689453,9.875
47.994998931884766,9.875
48.45100021362305,10.0
48.654998779296875,10.0
49.5989990234375,10.0
50.05699920654297,10.0
50.51599884033203,10.0
50.709999084472656,10.0
51.17100143432617,10.125
51.10300064086914,10.125
51.569000244140625,10.375
52.0359992980957,10.375
51.970001220703125,10.375
52.44200134277344,10.625
52.645999908447266,10.625
52.854000091552734,10.75
53.064998626708984,10.875
53.01499938964844,11.0
52.71200180053711,11.125
53.68000030517578,11.375
53.902000427246094,11.5
54.39699935913086,11.625
54.624000549316406,11.625
55.665000915527344,11.75
53.79899978637695,11.625
53.391998291015625,11.625
53.388999938964844,11.375
53.736000061035156,11.375
53.55699920654297,11.25
53.70000076293945,11.25
53.36800003051758,11.125
53.85599899291992,11.25
53.54399871826172,11.25
53.7760009765625,11.625
54.0099983215332,11.75
53.986000061035156,11.875
54.22999954223633,12.125
54.73699951171875,12.25
53.78499984741211,11.875
54.95600128173828,11.5
52.250999450683594,11.0
51.301998138427734,10.625
50.97999954223633,10.5
49.87900161743164,10.375
48.82400131225586,10.5
48.040000915527344,10.5
47.263999938964844,10.375
46.62200164794922,10.25
46.01499938964844,10.125
45.24599838256836,10.0
45.4640007019043,10.0
45.685001373291016,10.125
45.909000396728516,10.25
46.13600158691406,10.375
46.3650016784668,10.5
46.59700012207031,10.625
46.832000732421875,10.75
47.069000244140625,10.875
47.77199935913086,10.875
48.0099983215332,11.0
48.25,11.125
48.49300003051758,11.25
48.97600173950195,11.375
49.45899963378906,11.375
49.45899963378906,11.375
49.46900177001953,11.625
49.96200180053711,11.875
50.45500183105469,11.875
51.68899917602539,11.875
49.88800048828125,11.625
49.27199935913086,11.5
48.9370002746582,11.5
48.433998107910156,11.375
47.722999572753906,11.375
47.97600173950195,11.5
48.0,11.625
48.49300003051758,11.875
48.986000061035156,11.875
49.24300003051758,11.875
49.737998962402344,12.0
50.233001708984375,12.0
50.729000091552734,12.0
48.7140007019043,11.875
47.55699920654297,11.75
46.3129997253418,11.75
45.12300109863281,11.875
44.65700149536133,11.875
44.417999267578125,12.0
44.207000732421875,12.0
43.82699966430664,12.0
43.79899978637695,12.125
43.76599884033203,12.125
43.810001373291016,12.125
44.26900100708008,12.375
44.72700119018555,12.375
45.185001373291016,12.375
45.64400100708008,12.375
46.10200119018555,12.375
46.34600067138672,12.375
46.805999755859375,12.5
47.266998291015625,12.5
47.72800064086914,12.5
48.18899917602539,12.5
48.20500183105469,12.5
48.67100143432617,12.75
48.37799835205078,12.25
48.3380012512207,12.0
48.263999938964844,11.75
48.05099868774414,11.5
48.40299987792969,11.375
47.11199951171875,11.375
47.02799987792969,11.25
46.74300003051758,11.125
46.85900115966797,11.125
46.606998443603516,11.0
47.36000061035156,11.125
44.486000061035156,10.875
43.24300003051758,10.625
42.11399841308594,10.625
41.494998931884766,10.625
40.97600173950195,10.5
40.10200119018555,10.5
39.516998291015625,10.5
38.76599884033203,10.375
38.347999572753906,10.375
37.58000183105469,10.25
37.108001708984375,10.0
36.58300018310547,9.875
36.974998474121094,10.0
37.737998962402344,10.0
38.13399887084961,10.0
38.34000015258789,10.0
38.73899841308594,10.125
39.13800048828125,10.125
39.5369987487793,10.125
39.93600082397461,10.125
40.137001037597656,10.125
40.53900146484375,10.25
40.941001892089844,10.25
40.94200134277344,10.25
41.150001525878906,10.5
41.762001037597656,10.625
42.5880012512207,10.625
41.09299850463867,10.5
40.69300079345703,10.5
40.37099838256836,10.5
40.15599822998047,10.5
40.137001037597656,10.5
40.112998962402344,10.375
40.16299819946289,10.25
39.90599822998047,10.125
39.91699981689453,10.25
40.32699966430664,10.5
40.73699951171875,10.5
40.749000549316406,10.5
40.965999603271484,10.75
41.3849983215332,10.875
41.60300064086914,10.875
42.22600173950195,11.0
41.76900100708008,11.0
41.832000732421875,10.875
41.89899826049805,10.875
42.06700134277344,10.875
42.28200149536133,10.875
42.702999114990234,11.0
42.715999603271484,11.0
43.21900177001953,10.875
43.632999420166016,11.0
44.051998138427734,11.0
44.47100067138672,11.0
44.88999938964844,11.0
45.095001220703125,11.0
45.301998138427734,11.125
45.72600173950195,11.25
45.933998107910156,11.25
46.36199951171875,11.375
46.0,11.0
46.39500045776367,11.125
46.59700012207031,11.25
47.02799987792969,11.625
47.2400016784668,11.625
47.45399856567383,11.75
47.88999938964844,11.875
48.32600021362305,11.875
48.53900146484375,11.875
48.97700119018555,12.0
49.41600036621094,12.0
49.854000091552734,12.0
50.27399826049805,11.875
50.70800018310547,11.875
50.909000396728516,11.875
51.340999603271484,11.875
51.53799819946289,11.875
51.50699996948242,12.0
51.48400115966797,12.25
51.69900131225586,12.5
51.91600036621094,12.625
52.35200119018555,12.625
49.42499923706055,12.25
50.30099868774414,12.375
49.03499984741211,12.125
49.90599822998047,12.125
49.165000915527344,11.875
49.5890007019043,11.875
49.097999572753906,11.875
49.96799850463867,11.875
50.28499984741211,11.75
50.709999084472656,11.75
50.904998779296875,11.75
51.33300018310547,11.875
51.76100158691406,11.875
51.95500183105469,11.875
52.38600158691406,12.0
52.816001892089844,12.0
53.00899887084961,12.0
53.4379997253418,12.0
53.87099838256836,12.125
54.0620002746582,12.125
54.25699996948242,12.25
54.69499969482422,12.375
55.132999420166016,12.375
55.57099914550781,12.375
55.762001037597656,12.375
56.202999114990234,12.5
56.643001556396484,12.5
57.08399963378906,12.5
57.52399826049805,12.5
57.71099853515625,12.5
57.900001525878906,12.625
59.11899948120117,12.75
56.481998443603516,12.5
55.64400100708008,12.375
54.56399917602539,12.25
53.74599838256836,12.25
52.58700180053711,12.125
51.50400161743164,12.25
50.96900177001953,12.375
50.42399978637695,12.25
49.90599822998047,12.125
48.7599983215332,12.0
48.97800064086914,12.25
49.198001861572266,12.375
49.638999938964844,12.5
50.07899856567383,12.5
50.07899856567383,12.5
49.87099838256836,12.75
50.323001861572266,13.125
50.49399948120117,12.875
50.939998626708984,13.0
52.05699920654297,13.0
49.78900146484375,12.75
49.35100173950195,12.875
48.983001708984375,12.75
48.457000732421875,12.625
47.72700119018555,12.625
47.051998138427734,12.75
46.81399917602539,12.875
46.180999755859375,12.75
46.016998291015625,12.875
46.143001556396484,12.75
46.064998626708984,12.625
45.847999572753906,12.625
45.893001556396484,12.75
46.14099884033203,13.0
46.59000015258789,13.125
47.03799819946289,13.125
47.084999084472656,13.125
47.53799819946289,13.375
47.992000579833984,13.375
48.85900115966797,13.375
48.60300064086914,13.25
48.87200164794922,13.125
49.20500183105469,13.125
49.58100128173828,13.125
50.17599868774414,13.125
50.5620002746582,13.0
50.99599838256836,13.0
51.22200012207031,13.0
51.45100021362305,13.125
51.4640007019043,13.125
51.91999816894531,13.375
52.154998779296875,13.375
52.612998962402344,13.375
53.07099914550781,13.375
53.96200180053711,13.25
54.8849983215332,13.25
53.72800064086914,13.0
53.2239990234375,12.875
52.49399948120117,12.875
52.25,13.0
51.83599853515625,12.875
51.70600128173828,12.875
51.40700149536133,12.75
51.3650016784668,12.75
51.367000579833984,12.625
51.14799880981445,12.5
51.369998931884766,12.5
51.59299850463867,12.625
51.819000244140625,12.75
52.27199935913086,12.875
52.7239990234375,12.875
53.154998779296875,12.75
51.845001220703125,12.5
50.99599838256836,12.25
50.43600082397461,12.125
50.30799865722656,12.0
50.29100036621094,11.75
50.3849983215332,11.625
50.619998931884766,11.375
51.452999114990234,11.375
51.715999603271484,11.125
52.55699920654297,11.125
53.4119987487793,11.125
54.28300094604492,11.125
54.441001892089844,11.125
54.83700180053711,11.125
54.99100112915039,11.125
55.38999938964844,11.25
55.54600143432617,11.25
55.70399856567383,11.375
56.10900115966797,11.5
56.51300048828125,11.5
56.67100143432617,11.5
57.81100082397461,11.5
54.82099914550781,11.25
53.680999755859375,11.25
52.46500015258789,11.125
51.5,11.125
50.58300018310547,11.125
49.88600158691406,11.125
48.97800064086914,11.0
48.06999969482422,11.0
48.24800109863281,11.0
48.638999938964844,11.125
48.81800079345703,11.125
49.42599868774414,11.25
49.61000061035156,11.375
50.01300048828125,11.5
50.198001861572266,11.5
50.60300064086914,11.625
50.790000915527344,11.625
51.64099884033203,11.75
49.20199966430664,11.625
47.84299850463867,11.75
46.99599838256836,12.125
46.24800109863281,12.25
45.722999572753906,12.375
45.007999420166016,12.375
44.124000549316406,12.5
43.91299819946289,12.75
43.731998443603516,12.625
43.38100051879883,12.5
43.11800003051758,12.125
42.5359992980957,11.75
42.37799835205078,11.875
42.60300064086914,11.875
42.6510009765625,12.0
43.0620002746582,12.25
43.292999267578125,12.25
43.527000427246094,12.375
43.94200134277344,12.5
43.99599838256836,12.5
44.96699905395508,12.75
43.847999572753906,12.5
43.29800033569336,12.5
43.19200134277344,12.75
42.946998596191406,12.75
43.073001861572266,12.875
43.10200119018555,12.75
43.327999114990234,12.75
44.19200134277344,12.625
42.689998626708984,12.25
42.18000030517578,12.0
41.887001037597656,12.0
41.67900085449219,11.875
41.51300048828125,11.75
41.26300048828125,11.625
41.10200119018555,11.625
40.856998443603516,11.625
41.25699996948242,11.75
41.310001373291016,11.75
41.54199981689453,12.0
41.7760009765625,12.125
42.71799850463867,12.25
42.95399856567383,12.25
43.37699890136719,12.5
43.79899978637695,12.5
44.03799819946289,12.5
43.48099899291992,12.25
43.66400146484375,12.125
44.43899917602539,12.125
44.62099838256836,12.0
45.22200012207031,12.25
46.025001525878906,12.375
46.84299850463867,12.375
47.67399978637695,12.375
48.10300064086914,12.375
48.53200149536133,12.375
48.75199890136719,12.375
48.76300048828125,12.375
48.7859992980957,12.625
49.020999908447266,12.875
49.4640007019043,13.0
50.32899856567383,13.0
50.7760009765625,13.0
51.007999420166016,13.0
51.45800018310547,13.125
51.474998474121094,13.125
51.49599838256836,13.25
51.94599914550781,13.375
51.96699905395508,13.375
52.20800018310547,13.5
52.665000915527344,13.625
52.90700149536133,13.625
52.91899871826172,13.625
53.16899871826172,13.75
54.069000244140625,13.875
51.555999755859375,13.875
50.882999420166016,14.125
50.145999908447266,14.125
49.481998443603516,14.125
48.87300109863281,14.0
48.27199935913086,13.875
47.46500015258789,13.75
46.50400161743164,13.75
46.9630012512207,13.875
47.422000885009766,13.875
47.68600082397461,13.875
48.14699935913086,14.0
48.608001708984375,14.0
49.069000244140625,14.0
49.33300018310547,14.125
49.80099868774414,14.25
50.064998626708984,14.25
50.12900161743164,14.375
50.60200119018555,14.625
50.87200164794922,14.625
51.143001556396484,14.75
51.2130012512207,14.875
51.9010009765625,15.0
50.07899856567383,14.875
49.512001037597656,14.75
49.143001556396484,14.75
48.439998626708984,14.625
48.159000396728516,14.625
47.54399871826172,14.5
47.42599868774414,14.625
46.770999908447266,14.5
46.88199996948242,14.5
47.36899948120117,14.5
47.85499954223633,14.5
48.340999603271484,14.5
48.82699966430664,14.5
49.31399917602539,14.5
49.4119987487793,14.5
49.90299987792969,14.625
50.78799819946289,14.625
49.117000579833984,14.5
48.972999572753906,14.625
48.74599838256836,14.5
48.97999954223633,14.5
49.74599838256836,14.375
48.37300109863281,14.125
48.20800018310547,14.0
48.02799987792969,13.75
47.987998962402344,13.625
48.22800064086914,13.375
48.72800064086914,13.25
48.88800048828125,13.125
49.36399841308594,13.125
49.8390007019043,13.125
50.106998443603516,13.125
50.37699890136719,13.25
50.44300079345703,13.375
50.72100067138672,13.625
50.79499816894531,13.625
49.755001068115234,13.5
49.70899963378906,13.25
49.68199920654297,13.125
49.487998962402344,12.875
49.32400131225586,12.75
48.86600112915039,12.5
48.9109992980957,12.375
49.097999572753906,12.125
49.33700180053711,11.875
50.18000030517578,11.875
50.53300094604492,11.625
51.17300033569336,11.625
51.393001556396484,11.625
51.61600112915039,11.625
52.053001403808594,11.75
52.4900016784668,11.75
52.49800109863281,11.75
52.72200012207031,11.875
52.948001861572266,11.875
53.79800033569336,11.875
54.45899963378906,11.875
54.683998107910156,12.0
54.9109992980957,12.125
55.14099884033203,12.125
56.03200149536133,12.0
56.257999420166016,12.0
56.2599983215332,12.0
56.49399948120117,12.25
56.72999954223633,12.375
57.194000244140625,12.5
58.35300064086914,12.5
55.93600082397461,12.25
54.97600173950195,12.125
54.24599838256836,12.125
53.2859992980957,12.0
52.5359992980957,12.0
52.084999084472656,12.0
51.83700180053711,11.875
51.41400146484375,11.875
51.012001037597656,11.875
50.21699905395508,11.75
49.84400177001953,11.875
49.266998291015625,11.75
48.749000549316406,11.875
49.00400161743164,11.875
49.26100158691406,12.0
49.52000045776367,12.125
49.58100128173828,12.25
50.04800033569336,12.5
50.51599884033203,12.5
50.77899932861328,12.5
51.04399871826172,12.625
51.51599884033203,12.75
51.78099822998047,12.75
52.67499923706055,12.875
51.14400100708008,12.75
50.832000732421875,12.75
50.52799987792969,12.75
50.22800064086914,12.75
50.137001037597656,12.75
49.85499954223633,12.625
49.92399978637695,12.625
50.39799880981445,12.875
50.87300109863281,12.875
51.143001556396484,12.875
51.2130012512207,13.0
51.4900016784668,13.25
51.972999572753906,13.375
52.25,13.375
52.73400115966797,13.5
53.21900177001953,13.5
50.7859992980957,13.125
50.691001892089844,13.125
50.40599822998047,13.0
50.28900146484375,13.0
50.766998291015625,13.0
49.29800033569336,12.75
49.055999755859375,12.5
48.14699935913086,12.25
48.11199951171875,12.375
47.9640007019043,12.25
48.20000076293945,12.125
48.07899856567383,12.25
48.349998474121094,12.625
48.624000549316406,12.75
49.09000015258789,12.875
49.55699920654297,12.875
50.02399826049805,12.875
50.4900016784668,12.875
50.9370002746582,12.75
51.61000061035156,13.0
51.87799835205078,13.0
52.35300064086914,13.125
52.236000061035156,13.0
50.75,12.875
51.42399978637695,13.125
51.17300033569336,13.0
51.643001556396484,13.0
51.70800018310547,13.0
52.18299865722656,13.25
52.65800094604492,13.25
53.13199996948242,13.25
53.611000061035156,13.375
54.0890007019043,13.375
54.56800079345703,13.375
52.79800033569336,13.0
52.20500183105469,13.125
51.72100067138672,13.125
51.422000885009766,13.125
50.8120002746582,13.125
50.78099822998047,13.0
51.236000061035156,12.875
48.60499954223633,12.5
47.89500045776367,12.375
47.1879997253418,12.25
46.564998626708984,12.125
45.486000061035156,12.0
45.72100067138672,12.25
45.95800018310547,12.375
46.375,12.5
46.79199981689453,12.5
47.027000427246094,12.5
47.44599914550781,12.625
47.8650016784668,12.625
48.847999572753906,12.625
49.08100128173828,12.625
49.507999420166016,12.75
49.933998107910156,12.75
50.952999114990234,12.75
49.58000183105469,12.5
49.11800003051758,12.375
48.729000091552734,12.375
48.55500030517578,12.375
48.40700149536133,12.25
47.89799880981445,12.125
47.58300018310547,12.25
47.46200180053711,12.25
47.1619987487793,12.125
46.86600112915039,12.125
47.28099822998047,12.125
47.321998596191406,12.125
47.74100112915039,12.375
48.1609992980957,12.375
48.39099884033203,12.375
48.62300109863281,12.5
49.047000885009766,12.625
49.27899932861328,12.625
50.09400177001953,12.75
49.03099822998047,12.625
49.132999420166016,12.625
48.887001037597656,12.5
48.87200164794922,12.625
48.85599899291992,12.625
49.10499954223633,12.625
49.375999450683594,12.5
49.65399932861328,12.375
49.61600112915039,12.25
49.84000015258789,12.375
50.262001037597656,12.5
50.29100036621094,12.5
51.112998962402344,12.625
49.2400016784668,12.625
49.05400085449219,12.75
48.89099884033203,12.75
49.301998138427734,12.75
48.67900085449219,12.5
48.61199951171875,12.5
48.58100128173828,12.375
48.20600128173828,12.25
48.17399978637695,12.375
48.17900085449219,12.375
48.02399826049805,12.25
48.03200149536133,12.25
48.435001373291016,12.5
48.643001556396484,12.5
48.85200119018555,12.625
49.06399917602539,12.75
49.27799987792969,12.875
49.689998626708984,13.0
49.904998779296875,13.0
48.52399826049805,12.75
47.68199920654297,12.25
47.452999114990234,12.125
47.470001220703125,12.0
47.861000061035156,11.875
48.33100128173828,11.75
48.87200164794922,11.625
49.64099884033203,11.625
50.42300033569336,11.625
50.80099868774414,11.625
50.97200012207031,11.625
50.939998626708984,11.75
51.32500076293945,12.0
51.71099853515625,12.0
52.09600067138672,12.0
52.27199935913086,12.0
52.45000076293945,12.125
52.63100051879883,12.25
53.448001861572266,12.375
53.84400177001953,12.375
54.2400016784668,12.375
54.63600158691406,12.375
55.03200149536133,12.375
55.428001403808594,12.375
55.38100051879883,12.375
55.56100082397461,12.625
55.525001525878906,12.75
55.71500015258789,13.0
56.125,13.125
55.665000915527344,13.125
56.084999084472656,13.625
56.2869987487793,13.625
56.70899963378906,13.75
57.130001068115234,13.75
57.332000732421875,13.75
57.75600051879883,13.875
58.402000427246094,13.875
56.04600143432617,13.875
55.29600143432617,13.75
54.54800033569336,13.625
53.81399917602539,13.5
52.66400146484375,13.375
51.42100143432617,13.375
50.617000579833984,13.5
51.03099822998047,13.5
51.444000244140625,13.5
51.858001708984375,13.5
52.27199935913086,13.5
52.28499984741211,13.5
52.10900115966797,13.625
52.33300018310547,14.125
52.7599983215332,14.25
53.1870002746582,14.25
53.41400146484375,14.25
53.643001556396484,14.375
53.874000549316406,14.5
54.106998443603516,14.625
54.143001556396484,14.75
54.582000732421875,15.0
55.632999420166016,15.0
53.81100082397461,14.75
53.132999420166016,14.625
52.6510009765625,14.625
51.92599868774414,14.5
51.5989990234375,14.625
51.11899948120117,14.5
51.08599853515625,14.5
48.69300079345703,14.375
47.72800064086914,14.25
46.79899978637695,14.0
46.507999420166016,13.875
46.441001892089844,13.875
46.40299987792969,13.75
46.257999420166016,13.75
46.49800109863281,13.875
46.558998107910156,13.75
46.6619987487793,13.75
47.007999420166016,13.75
47.80699920654297,13.625
46.22999954223633,13.375
46.03499984741211,13.5
45.98500061035156,13.375
45.94200134277344,13.25
45.724998474121094,13.125
45.74300003051758,13.125
45.12799835205078,12.625
45.117000579833984,12.5
45.43299865722656,12.5
45.95199966430664,12.5
46.099998474121094,12.375
46.255001068115234,12.375
46.097999572753906,12.375
46.31800079345703,12.75
46.72200012207031,12.875
46.941001892089844,12.875
47.347999572753906,13.0
